"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify whether the login functiona;lity is working as expected with invalid credentials","11990","VWO Website Automation","chromium","2026-05-17","passed","2026-05-17","","04_Allure reports\230_login.spec.ts","",""
